Rent_price,Bedrooms,Square_meters,Garage,Bathrooms,City,Neighborhood
5.500,3,380,2,2,Uberlândia,Cidade Jardim
12.000,3,200,2,4,Uberlândia,Jardim Karaíba
950,2,44,1,1,Uberlândia,Jardim Brasília
6.000,3,200,4,3,Uberlândia,Tibery
3.000,3,140,2,4,Uberlândia,Tibery
8.000,4,253,2,4,Uberlândia,Jardim Colina
2.200,1,70,1,2,Uberlândia,Patrimônio
15.500,4,390,0,5,Uberlândia,Morada da Colina
6.000,5,365,3,3,Uberlândia,Fundinho
6.400,4,296,3,4,Uberlândia,Jardim Europa
8.000,4,291,4,5,Uberlândia,Cidade Jardim
9.300,3,220,0,4,Uberlândia,Jardim Botânico
5.000,4,200,1,2,Uberlândia,Cazeca
8.000,4,300,4,5,Uberlândia,Lagoinha
11.000,4,330,4,5,Uberlândia,Vigilato Pereira
5.500,3,250,2,3,Uberlândia,Vigilato Pereira
7.700,3,268,3,2,Uberlândia,Jardim Karaíba
11.000,4,600,5,5,Uberlândia,Jardim Karaíba
8.500,4,232,1,5,Uberlândia,Granada
6.000,3,400,5,4,Uberlândia,Tubalina
14.000,5,680,5,5,Uberlândia,Morada da Colina
9.000,3,275,2,5,Uberlândia,Nossa Senhora Aparecida
10.000,3,450,4,5,Uberlândia,Morada da Colina
9.000,3,180,1,2,Uberlândia,Bosque dos Buritis
3.200,2,140,4,3,Uberlândia,Santa Luzia
15.000,4,458,1,5,Uberlândia,Jardim Karaíba
900,1,40,0,1,Uberlândia,Centro
3.300,2,235,2,2,Uberlândia,Fundinho
2.000,3,105,0,1,Uberlândia,Fundinho
920,2,60,1,1,Uberlândia,Brasil
2.000,3,103,0,1,Uberlândia,Fundinho
2.500,3,300,2,1,Uberlândia,Pampulha
5.500,4,293,3,4,Uberlândia,Cidade Jardim
16.000,4,400,4,5,Uberlândia,Morada da Colina
4.800,4,338,3,4,Uberlândia,Centro
1.200,2,60,0,1,Uberlândia,Martins
850,2,65,1,1,Uberlândia,Nossa Senhora Aparecida
4.500,1,200,1,5,Uberlândia,Segismundo Pereira
15.000,3,240,2,5,Uberlândia,Jardim Botânico
1.000,1,60,1,1,Uberlândia,Centro
900,1,37,0,1,Uberlândia,Centro
7.000,3,242,2,4,Uberlândia,Tabajaras
9.000,3,192,2,2,Uberlândia,Jardim das Palmeiras
6.500,3,273,3,3,Uberlândia,Alto Umuarama
5.000,1,190,1,1,Uberlândia,Cazeca
900,2,75,0,1,Uberlândia,Osvaldo Rezende
12.000,3,242,2,5,Uberlândia,Nova Uberlândia
830,1,60,0,1,Uberlândia,Brasil
600,2,60,0,1,Uberlândia,Presidente Roosevelt
12.000,4,231,2,5,Uberlândia,Granja Marileusa
12.000,4,479,5,5,Uberlândia,Morada da Colina
10.000,5,400,4,5,Uberlândia,Centro
6.000,3,188,2,2,Uberlândia,Segismundo Pereira
6.500,5,300,3,4,Uberlândia,Bom Jesus
20.000,5,370,5,4,Uberlândia,Centro
6.500,3,200,2,1,Uberlândia,Bosque dos Buritis
2.200,3,180,2,2,Uberlândia,Brasil
3.300,3,250,2,2,Uberlândia,Santa Luzia
950,2,80,1,1,Uberlândia,Martins
13.700,3,290,2,4,Uberlândia,Jardim Botânico
8.000,4,425,4,4,Uberlândia,Vigilato Pereira
14.000,3,270,2,5,Uberlândia,Jardim Botânico
2.100,3,145,2,1,Uberlândia,Custódio Pereira
750,2,40,0,1,Uberlândia,Santa Rosa
7.500,5,600,4,5,Uberlândia,Umuarama
3.000,3,70,1,1,Uberlândia,Bom Jesus
9.500,3,200,4,5,Uberlândia,Jardim Botânico
7.500,3,200,2,2,Uberlândia,Nossa Senhora Aparecida
3.200,3,186,5,3,Uberlândia,Martins
3.000,3,250,1,2,Uberlândia,Osvaldo Rezende
650,1,35,0,1,Uberlândia,Martins
7.500,4,280,4,1,Uberlândia,Tabajaras
5.700,4,200,2,2,Uberlândia,Jardim Europa
6.000,4,176,3,2,Uberlândia,Centro
3.600,4,217,4,4,Uberlândia,Brasil
1.500,2,120,0,1,Uberlândia,Martins
8.000,4,400,2,5,Uberlândia,Vigilato Pereira
5.000,4,285,2,5,Uberlândia,Jardim Patrícia
12.000,4,454,4,5,Uberlândia,Vigilato Pereira
4.500,3,250,4,1,Uberlândia,Santa Mônica
1.300,3,70,0,1,Uberlândia,Fundinho
8.000,3,120,5,1,Uberlândia,Fundinho
3.900,4,300,3,2,Uberlândia,Custódio Pereira
15.000,3,240,4,4,Uberlândia,Nova Uberlândia
6.200,2,480,3,2,Uberlândia,Presidente Roosevelt
1.000,4,150,1,1,Uberlândia,Jaraguá
5.000,5,330,2,4,Uberlândia,Bom Jesus
1.800,4,100,1,2,Uberlândia,Residencial Viviane
3.000,3,140,2,2,Uberlândia,Santa Mônica
4.500,5,330,0,4,Uberlândia,Nossa Senhora Aparecida
5.000,4,250,2,4,Uberlândia,Tabajaras
4.000,2,120,2,3,Uberlândia,Centro
16.000,4,330,3,5,Uberlândia,Gávea
10.000,3,520,5,4,Uberlândia,Patrimônio
12.000,4,330,4,5,Uberlândia,Saraiva
6.000,5,474,4,1,Uberlândia,Lídice
1.300,3,95,1,1,Uberlândia,Centro
700,2,65,0,2,Uberlândia,Osvaldo Rezende
7.000,3,200,2,2,Uberlândia,Morada da Colina
13.000,3,600,4,4,Uberlândia,Jardim Patrícia
12.000,4,232,3,5,Uberlândia,Granja Marileusa
3.600,3,200,2,1,Uberlândia,Bom Jesus
2.400,3,250,2,1,Uberlândia,Jardim Holanda
1.000,2,100,0,2,Uberlândia,Martins
1.500,2,59,0,2,Uberlândia,Jaraguá
15.000,3,440,2,5,Uberlândia,Nova Uberlândia
4.500,5,300,2,5,Uberlândia,Martins
14.000,5,380,4,5,Uberlândia,Nova Uberlândia
4.300,2,187,3,1,Uberlândia,Umuarama
1.400,2,70,1,2,Uberlândia,Brasil
5.000,5,300,2,1,Uberlândia,Osvaldo Rezende
750,3,40,0,1,Uberlândia,Santa Rosa
4.500,4,330,2,4,Uberlândia,Umuarama
800,2,60,0,2,Uberlândia,Tibery
8.000,4,334,5,5,Uberlândia,Fundinho
1.500,3,90,1,1,Uberlândia,Tibery
3.200,4,180,2,2,Uberlândia,Lídice
7.000,3,200,3,4,Uberlândia,Centro
2.700,5,134,1,2,Uberlândia,Martins
1.000,2,60,0,1,Uberlândia,Martins
980,2,45,0,1,Uberlândia,Nossa Senhora Aparecida
600,2,60,0,1,Uberlândia,Presidente Roosevelt
5.000,2,80,0,1,Uberlândia,Mansour
1.400,2,70,1,1,Uberlândia,Nossa Senhora Aparecida
600,1,36,0,1,Uberlândia,Cidade Jardim
7.500,3,160,2,4,Uberlândia,Umuarama
4.000,4,150,3,3,Uberlândia,Fundinho
15.000,3,280,4,5,Uberlândia,Jardim Botânico
1.800,5,100,1,3,Uberlândia,Residencial Viviane
3.500,4,250,2,5,Uberlândia,Santa Mônica
7.500,3,244,4,5,Uberlândia,Jardim Karaíba
10.000,4,382,5,5,Uberlândia,Jardim Karaíba
5.500,4,200,2,2,Uberlândia,Cidade Jardim
3.000,3,200,3,3,Uberlândia,Brasil
20.000,4,600,5,2,Uberlândia,Nova Uberlândia
16.000,4,408,2,1,Uberlândia,Morada da Colina
10.000,4,372,5,1,Uberlândia,Fundinho
22.000,3,355,4,4,Uberlândia,Jardim Sul
10.000,3,305,2,5,Uberlândia,Jardim Inconfidência
4.300,4,130,2,1,Uberlândia,Brasil
12.000,4,620,4,5,Uberlândia,Marta Helena
7.000,5,700,4,5,Uberlândia,Morada da Colina
8.500,4,520,4,5,Uberlândia,Jardim Karaíba
6.000,4,200,4,5,Uberlândia,Jardim Karaíba
4.400,4,240,2,4,Uberlândia,Brasil
9.500,5,480,5,5,Uberlândia,Cidade Jardim
16.000,4,408,4,5,Uberlândia,Morada da Colina
5.500,4,250,4,4,Uberlândia,Cidade Jardim
4.200,3,235,1,3,Uberlândia,Fundinho
16.000,4,400,3,2,Uberlândia,Morada da Colina
12.000,3,270,4,5,Uberlândia,Jardim Botânico
5.000,3,200,5,3,Uberlândia,Minas Gerais
8.000,4,400,4,5,Uberlândia,Cidade Jardim
3.000,3,1100,2,1,Uberlândia,Bosque dos Buritis
800,2,41,0,1,Uberlândia,Osvaldo Rezende
1.800,1,70,1,2,Uberlândia,Patrimônio
2.200,1,60,1,1,Uberlândia,Morada da Colina
15.000,4,350,3,5,Uberlândia,Nova Uberlândia
5.000,3,225,2,3,Uberlândia,Cazeca
3.800,3,150,4,2,Uberlândia,Bosque dos Buritis
1.100,1,45,1,1,Uberlândia,Martins
2.800,3,150,2,2,Uberlândia,Jardim das Palmeiras
1.000,2,50,1,1,Uberlândia,Planalto
7.000,4,380,4,4,Uberlândia,Lídice
9.700,3,347,4,4,Uberlândia,Jardim Karaíba
6.500,3,275,3,5,Uberlândia,Alto Umuarama
15.000,4,408,4,5,Uberlândia,Morada da Colina
7.000,3,255,0,3,Uberlândia,Tabajaras
8.500,4,357,4,5,Uberlândia,Vigilato Pereira
9.300,3,200,2,4,Uberlândia,Jardim Botânico
8.000,4,253,4,5,Uberlândia,Jardim Colina
6.000,3,220,4,4,Uberlândia,Cidade Jardim
10.000,5,572,5,5,Uberlândia,Tocantins
4.300,2,160,1,2,Uberlândia,Segismundo Pereira
25.000,5,706,3,5,Uberlândia,Jardim Sul
10.000,4,150,2,5,Uberlândia,Morada da Colina
1.000,4,150,1,1,Uberlândia,Jaraguá
9.500,3,223,4,5,Uberlândia,Jardim Botânico
4.800,4,180,2,5,Uberlândia,Jardim Karaíba
15.000,3,400,2,2,Uberlândia,Morada da Colina
6.500,3,300,4,3,Uberlândia,Presidente Roosevelt
8.000,4,450,5,3,Uberlândia,Centro
3.500,1,105,0,2,Uberlândia,Fundinho
15.000,4,231,2,5,Uberlândia,Granja Marileusa
7.000,4,238,2,3,Uberlândia,Granada
12.000,4,500,5,3,Uberlândia,Cidade Jardim
12.000,4,338,3,1,Uberlândia,Jardim Botânico
3.800,3,202,2,2,Uberlândia,Jardim Karaíba
3.500,3,200,1,1,Uberlândia,Bom Jesus
13.000,3,600,4,4,Uberlândia,Jardim Patrícia
3.000,3,140,3,2,Uberlândia,Santa Mônica
13.000,3,250,5,5,Uberlândia,Nova Uberlândia
8.900,4,311,3,5,Uberlândia,Centro
3.500,3,297,2,4,Uberlândia,Centro
13.000,4,210,5,4,Uberlândia,Jardim Karaíba
4.800,4,180,2,5,Uberlândia,Jardim Karaíba
12.000,4,300,2,3,Uberlândia,Nova Uberlândia
8.900,3,240,3,5,Uberlândia,Granja Marileusa
8.900,3,240,3,5,Uberlândia,Granja Marileusa
5.000,3,430,0,4,Uberlândia,Centro
11.000,3,345,3,5,Uberlândia,Panorama
5.000,3,210,2,2,Uberlândia,Centro
12.000,3,240,3,4,Uberlândia,Jardim Botânico
15.000,4,556,3,5,Uberlândia,Morada da Colina
5.000,3,240,5,3,Uberlândia,Jardim Colina
4.500,3,240,5,3,Uberlândia,Jardim Colina
6.000,1,120,0,3,Uberlândia,Centro
2.700,3,160,3,3,Uberlândia,Brasil
3.800,3,110,2,2,Uberlândia,Bosque dos Buritis
6.000,3,200,3,2,Uberlândia,Umuarama
15.000,3,228,0,5,Uberlândia,Jardim Botânico
5.500,3,300,2,2,Uberlândia,Jardim Karaíba
12.000,3,240,3,4,Uberlândia,Jardim Botânico
3.500,3,140,2,1,Uberlândia,Segismundo Pereira
3.300,3,140,2,2,Uberlândia,Santa Mônica
13.000,3,240,3,2,Uberlândia,Jardim Botânico
9.500,4,350,0,5,Uberlândia,Jardim Inconfidência
12.000,3,208,2,4,Uberlândia,Jardim Botânico
5.800,3,400,3,4,Uberlândia,Vigilato Pereira
4.400,3,147,4,2,Uberlândia,Alto Umuarama
7.000,3,230,5,2,Uberlândia,Tibery
12.000,5,400,5,4,Uberlândia,Cidade Jardim
5.500,1,225,0,3,Uberlândia,Osvaldo Rezende
10.500,1,334,2,2,Uberlândia,Fundinho
20.000,1,529,1,5,Uberlândia,Lídice
3.500,4,480,2,1,Uberlândia,Nossa Senhora Aparecida
7.000,4,378,1,1,Uberlândia,Lídice
11.000,4,345,4,2,Uberlândia,Morada da Colina
12.000,4,495,4,5,Uberlândia,Jardim Karaíba
2.320,3,190,2,2,Uberlândia,Jardim Holanda
15.500,4,390,4,5,Uberlândia,Morada da Colina
800,3,80,1,1,Uberlândia,Osvaldo Rezende
15.000,4,540,2,5,Uberlândia,Tocantins
13.000,4,350,3,5,Uberlândia,Nova Uberlândia
2.500,2,90,2,2,Uberlândia,Morada da Colina
15.000,4,350,4,5,Uberlândia,Nova Uberlândia
13.500,3,450,4,5,Uberlândia,Morada da Colina
18.000,1,2200,1,1,Uberlândia,Distrito Industrial
12.000,4,240,2,4,Uberlândia,Nova Uberlândia
3.800,4,280,4,5,Uberlândia,Jardim Inconfidência
10.000,4,10,4,2,Uberlândia,Nova Uberlândia
15.000,4,390,5,5,Uberlândia,Nova Uberlândia
3.800,4,300,3,3,Uberlândia,Brasil
4.500,3,220,2,2,Uberlândia,Lídice
19.000,5,600,5,5,Uberlândia,Nova Uberlândia
3.600,3,270,3,3,Uberlândia,Vigilato Pereira
40.000,4,451,5,5,Uberlândia,Jardim Karaíba
3.200,5,210,4,2,Uberlândia,Santa Mônica
15.000,5,5000,5,5,Uberlândia,Morada do Sol
12.000,5,380,4,5,Uberlândia,Aclimação
5.000,4,260,4,3,Uberlândia,Fundinho
17.000,4,700,5,1,Uberlândia,Morada do Sol
17.000,4,700,5,5,Uberlândia,Tocantins
4.500,3,230,3,1,Uberlândia,Segismundo Pereira
15.000,5,560,4,5,Uberlândia,Tocantins
3.300,4,120,2,3,Uberlândia,Martins
1.000,2,60,1,1,Uberlândia,Martins
1.000,2,60,1,1,Uberlândia,Martins
15.000,4,540,2,5,Uberlândia,Tocantins
680,2,40,1,1,Uberlândia,Custódio Pereira
1.350,3,93,0,1,Uberlândia,Centro
12.000,4,396,4,3,Uberlândia,Cidade Jardim
9.700,3,285,5,5,Uberlândia,Morada da Colina
8.500,3,320,4,3,Uberlândia,Cidade Jardim
3.300,3,250,2,1,Uberlândia,Santa Luzia
6.500,3,252,2,3,Uberlândia,Tabajaras
4.800,4,220,2,3,Uberlândia,Jardim Inconfidência
25.000,5,704,3,5,Uberlândia,Jardim Sul
5.000,4,180,2,5,Uberlândia,Tubalina
9.700,5,281,2,5,Uberlândia,Jardim Botânico
7.000,3,180,3,5,Uberlândia,Osvaldo Rezende
15.000,4,500,4,3,Uberlândia,Cidade Jardim
6.200,3,243,4,2,Uberlândia,Patrimônio
20.000,4,950,0,4,Uberlândia,Morada da Colina
4.000,3,200,5,3,Uberlândia,Tubalina
20.000,4,750,3,5,Uberlândia,Morada da Colina
3.800,3,186,2,1,Uberlândia,Tubalina
3.600,3,223,2,2,Uberlândia,Vigilato Pereira
14.000,4,250,3,5,Uberlândia,Nova Uberlândia
550,2,36,0,1,Uberlândia,Custódio Pereira
4.500,3,200,4,2,Uberlândia,Brasil
18.000,3,554,4,5,Uberlândia,Jardim Karaíba
8.000,3,260,4,3,Uberlândia,Jardim Colina
10.000,4,328,4,5,Uberlândia,Aclimação
3.000,4,150,5,2,Uberlândia,Lídice
6.600,3,170,3,3,Uberlândia,Bosque dos Buritis
2.400,3,236,2,3,Uberlândia,Brasil
5.000,4,260,4,4,Uberlândia,Fundinho
12.000,4,240,2,5,Uberlândia,Nova Uberlândia
12.000,4,240,2,5,Uberlândia,Nova Uberlândia
1.000,4,300,5,3,Uberlândia,Presidente Roosevelt
18.000,5,379,4,5,Uberlândia,Martins
850,2,45,0,1,Uberlândia,Martins
2.100,3,120,0,1,Uberlândia,Centro
4.500,3,286,4,3,Uberlândia,Brasil
6.000,3,326,2,5,Uberlândia,Brasil
15.000,4,700,4,5,Uberlândia,Jardim Karaíba
4.500,4,230,4,3,Uberlândia,Brasil
4.920,3,124,2,3,Uberlândia,Aclimação
5.500,5,360,4,5,Uberlândia,Tabajaras
8.500,5,385,4,5,Uberlândia,Vigilato Pereira
11.000,4,476,5,5,Uberlândia,Morada da Colina
9.000,4,500,4,5,Uberlândia,Laranjeiras
4.400,4,300,2,2,Uberlândia,Segismundo Pereira
25.000,5,462,4,5,Uberlândia,Morada da Colina
6.100,5,331,4,5,Uberlândia,Custódio Pereira
6.000,3,200,3,2,Uberlândia,Centro
9.800,5,480,5,5,Uberlândia,Cidade Jardim
3.500,4,220,3,3,Uberlândia,Lídice
20.000,4,397,5,5,Uberlândia,Morada da Colina
7.500,5,385,5,4,Uberlândia,Presidente Roosevelt
4.500,3,250,2,4,Uberlândia,Nossa Senhora Aparecida
8.500,5,404,2,5,Uberlândia,Vigilato Pereira
550,2,54,0,1,Uberlândia,Chácaras Tubalina e Quartel
900,1,37,1,1,Uberlândia,Bom Jesus
950,2,80,0,1,Uberlândia,Martins
15.000,3,627,4,5,Uberlândia,Cidade Jardim
3.200,3,170,1,2,Uberlândia,Brasil
1.300,3,90,1,2,Uberlândia,Presidente Roosevelt
7.500,4,413,0,3,Uberlândia,Jardim Inconfidência
3.300,3,120,0,2,Uberlândia,Daniel Fonseca
3.500,3,98,1,1,Uberlândia,Nossa Senhora Aparecida
5.500,4,250,2,3,Uberlândia,Cidade Jardim
1.200,1,40,0,1,Uberlândia,Centro
6.000,3,250,2,3,Uberlândia,Vigilato Pereira
6.500,4,205,2,3,Uberlândia,Nossa Senhora Aparecida
2.900,3,200,3,2,Uberlândia,Lídice
15.000,3,450,5,3,Uberlândia,Cidade Jardim
3.600,5,289,5,4,Uberlândia,Saraiva
4.000,3,308,1,2,Uberlândia,Martins
4.800,3,305,5,3,Uberlândia,Lídice
750,1,35,0,1,Uberlândia,Martins
4.500,4,280,4,2,Uberlândia,Santa Mônica
11.000,4,438,4,5,Uberlândia,Jardim Karaíba
6.000,4,474,4,5,Uberlândia,Lídice
2.500,1,102,0,1,Uberlândia,Tocantins
4.000,4,210,1,1,Uberlândia,Centro
4.000,3,200,2,2,Uberlândia,Tabajaras
3.000,4,120,1,2,Uberlândia,Martins
25.000,4,425,3,5,Uberlândia,Morada da Colina
3.500,3,206,2,2,Uberlândia,Martins
8.000,4,300,2,5,Uberlândia,Fundinho
8.000,4,425,3,5,Uberlândia,Vigilato Pereira
9.000,5,261,2,2,Uberlândia,Santa Mônica
4.500,4,295,4,3,Uberlândia,Brasil
4.500,3,220,1,3,Uberlândia,Centro
3.300,3,200,1,3,Uberlândia,Nossa Senhora Aparecida
7.500,5,520,2,3,Uberlândia,Umuarama
3.200,4,220,2,3,Uberlândia,Nossa Senhora Aparecida
1.500,2,120,1,2,Uberlândia,Osvaldo Rezende
650,2,40,1,1,Uberlândia,Custódio Pereira
1.360,3,100,2,1,Uberlândia,Patrimônio
4.500,4,221,0,2,Uberlândia,Centro
8.900,3,320,3,2,Uberlândia,Brasil
1.500,2,103,2,1,Uberlândia,Tibery
700,2,50,0,1,Uberlândia,Residencial Nosso Lar
900,3,80,0,1,Uberlândia,Martins
15.000,3,462,3,5,Uberlândia,Morada da Colina
5.010,4,270,2,3,Uberlândia,Nossa Senhora Aparecida
7.500,5,385,5,3,Uberlândia,Presidente Roosevelt
6.000,4,200,2,2,Uberlândia,Lídice
17.000,4,315,2,5,Uberlândia,Jardim das Palmeiras
7.500,5,385,5,3,Uberlândia,Presidente Roosevelt
8.000,4,380,4,5,Uberlândia,Lídice
6.000,4,487,2,4,Uberlândia,Fundinho
3.100,3,190,2,2,Uberlândia,Santa Luzia
16.000,4,450,2,5,Uberlândia,Nova Uberlândia
9.000,4,350,4,3,Uberlândia,Nova Uberlândia
4.000,5,230,3,3,Uberlândia,Nossa Senhora Aparecida
2.000,3,220,1,2,Uberlândia,Jardim Canaã
4.500,5,125,2,3,Uberlândia,Nossa Senhora Aparecida
15.000,1,600,5,5,Uberlândia,Centro
5.500,3,380,3,5,Uberlândia,Cidade Jardim
7.000,3,154,4,2,Uberlândia,Santa Mônica
4.200,5,180,4,4,Uberlândia,Segismundo Pereira
3.800,5,300,4,1,Uberlândia,Brasil
999,2,220,3,3,Uberlândia,Jardim Inconfidência
7.500,5,600,5,1,Uberlândia,Umuarama
3.300,4,230,3,3,Uberlândia,Santa Luzia
15.000,5,380,4,5,Uberlândia,Martins
999,2,280,3,3,Uberlândia,Jardim Inconfidência
16.000,3,184,2,5,Uberlândia,Jardim Karaíba
12.000,4,320,4,5,Uberlândia,Nova Uberlândia
7.000,3,287,2,1,Uberlândia,Nossa Senhora Aparecida
10.000,4,386,3,5,Uberlândia,Lídice
9.500,3,294,4,5,Uberlândia,Morada da Colina
2.800,3,105,1,1,Uberlândia,Osvaldo Rezende
4.400,3,250,3,3,Uberlândia,Cidade Jardim
12.000,4,360,5,5,Uberlândia,Granja Marileusa
14.000,4,500,4,5,Uberlândia,Morada da Colina
4.000,3,180,4,2,Uberlândia,Cidade Jardim
3.700,5,210,5,5,Uberlândia,Saraiva
5.000,5,250,0,1,Uberlândia,Nossa Senhora Aparecida
5.500,5,480,2,5,Uberlândia,Santa Mônica
15.000,4,410,5,5,Uberlândia,Nova Uberlândia
10.000,3,520,4,4,Uberlândia,Patrimônio
2.950,3,170,2,1,Uberlândia,Morada da Colina
1.200,3,115,1,2,Uberlândia,Osvaldo Rezende
9.500,3,294,4,5,Uberlândia,Morada da Colina
13.000,4,351,3,5,Uberlândia,Nova Uberlândia
16.000,3,200,2,4,Uberlândia,Jardim Karaíba
5.000,5,300,0,5,Uberlândia,Nossa Senhora Aparecida
7.500,5,650,5,5,Uberlândia,Brasil
5.000,4,220,4,2,Uberlândia,Osvaldo Rezende
900,2,30,0,1,Uberlândia,Osvaldo Rezende
7.500,5,480,2,5,Uberlândia,Santa Mônica
11.000,4,438,4,5,Uberlândia,Jardim Karaíba
9.000,3,400,2,5,Uberlândia,Nossa Senhora Aparecida
15.000,4,380,3,4,Uberlândia,Morada da Colina
10.000,5,261,3,3,Uberlândia,Segismundo Pereira
12.000,4,322,4,5,Uberlândia,Nova Uberlândia
3.500,3,175,2,2,Uberlândia,Jardim Patrícia
5.500,3,180,3,5,Uberlândia,Lídice
1.300,3,100,0,1,Uberlândia,Fundinho
12.000,4,320,3,5,Uberlândia,Nova Uberlândia
7.000,3,325,3,3,Uberlândia,Lídice
12.000,4,320,3,5,Uberlândia,Nova Uberlândia
14.000,4,450,4,5,Uberlândia,Morada da Colina
10.000,4,312,4,3,Uberlândia,Gávea
5.300,3,277,4,5,Uberlândia,Brasil
4.600,3,200,2,3,Uberlândia,Nossa Senhora Aparecida
16.000,4,450,2,5,Uberlândia,Nova Uberlândia
15.000,5,800,5,5,Uberlândia,Lídice
4.800,5,339,2,5,Uberlândia,Centro
13.000,3,250,5,5,Uberlândia,Nova Uberlândia
8.000,3,250,3,2,Uberlândia,Centro
4.500,4,300,1,2,Uberlândia,Centro
15.000,4,337,2,5,Uberlândia,Nova Uberlândia
1.500,3,90,2,1,Uberlândia,Nossa Senhora Aparecida
11.000,4,330,2,5,Uberlândia,Vigilato Pereira
4.000,5,323,2,4,Uberlândia,Martins
12.000,4,386,3,3,Uberlândia,Lídice
11.000,4,330,2,5,Uberlândia,Vigilato Pereira
9.000,3,400,2,5,Uberlândia,Nossa Senhora Aparecida
20.000,3,530,5,2,Uberlândia,Lídice
4.500,3,409,3,3,Uberlândia,Jardim Patrícia
11.000,4,430,4,5,Uberlândia,Jardim Karaíba
3.700,4,300,3,4,Uberlândia,Nossa Senhora Aparecida
4.000,4,320,5,4,Uberlândia,Brasil
7.000,5,380,4,5,Uberlândia,Lídice
3.000,4,200,2,2,Uberlândia,Lídice
3.000,5,250,2,3,Uberlândia,Martins
10.000,4,595,4,5,Uberlândia,Cidade Jardim
4.500,3,235,2,4,Uberlândia,Vigilato Pereira
5.500,3,350,5,3,Uberlândia,Umuarama
4.000,3,124,2,3,Uberlândia,Aclimação
7.500,1,300,5,4,Uberlândia,Centro
20.000,1,400,4,4,Uberlândia,Fundinho
4.200,1,200,2,2,Uberlândia,Segismundo Pereira
4.000,5,220,2,4,Uberlândia,Umuarama
9.500,5,480,2,5,Uberlândia,Cidade Jardim
7.000,1,320,2,2,Uberlândia,Martins
15.000,1,156,1,3,Uberlândia,Lídice
5.500,3,238,3,2,Uberlândia,Cidade Jardim
6.000,5,500,5,4,Uberlândia,Jardim Karaíba
9.000,3,285,5,5,Uberlândia,Morada da Colina
12.000,4,330,4,5,Uberlândia,Saraiva
11.000,4,438,4,5,Uberlândia,Jardim Karaíba
12.000,4,360,5,5,Uberlândia,Granja Marileusa
12.000,4,360,5,5,Uberlândia,Granja Marileusa
15.000,4,337,2,5,Uberlândia,Nova Uberlândia
11.500,4,500,5,5,Uberlândia,Morada da Colina
12.000,4,340,2,5,Uberlândia,Nova Uberlândia
10.000,5,300,3,3,Uberlândia,Centro
9.500,5,480,2,5,Uberlândia,Cidade Jardim
12.000,4,360,2,5,Uberlândia,Nova Uberlândia
5.000,4,283,1,2,Uberlândia,Centro
2.600,4,174,2,3,Uberlândia,Tabajaras
7.000,4,428,4,4,Uberlândia,Tabajaras
12.000,4,397,5,4,Uberlândia,Lídice
3.500,3,175,2,2,Uberlândia,Jardim Patrícia
10.000,5,1500,5,5,Uberlândia,Tocantins
9.800,5,500,5,5,Uberlândia,Cidade Jardim
8.000,3,300,5,4,Uberlândia,Morada da Colina
10.000,4,310,4,3,Uberlândia,Gávea
8.000,4,300,5,4,Uberlândia,Tabajaras
5.010,3,370,4,3,Uberlândia,Santa Luzia
6.000,5,205,2,3,Uberlândia,Bom Jesus
